연번,호선,고유역번호(외부역코드),역명,승하차구분,수송연월,승하차인원수
1081,8,2825,신흥,승차,2022-02,5005
1082,8,2825,신흥,하차,2022-02,5404
1083,8,2826,수진,승차,2022-02,5735
1084,8,2826,수진,하차,2022-02,5211
1085,8,2827,모란,승차,2022-02,5954
1086,8,2827,모란,하차,2022-02,4434
1087,8,2828,남위례,승차,2022-02,1949
1088,8,2828,남위례,하차,2022-02,2009
1089,1,150,서울역,승차,2022-03,29313
1090,1,150,서울역,하차,2022-03,27748
1091,1,151,시청,승차,2022-03,11788
1092,1,151,시청,하차,2022-03,11248
1093,1,152,종각,승차,2022-03,17548
1094,1,152,종각,하차,2022-03,16332
1095,1,153,종로3가,승차,2022-03,32613
1096,1,153,종로3가,하차,2022-03,30996
1097,1,154,종로5가,승차,2022-03,26190
1098,1,154,종로5가,하차,2022-03,25312
1099,1,155,동대문,승차,2022-03,15235
1100,1,155,동대문,하차,2022-03,14828
1101,1,156,신설동,승차,2022-03,14974
1102,1,156,신설동,하차,2022-03,14044
1103,1,157,제기동,승차,2022-03,24640
1104,1,157,제기동,하차,2022-03,25494
1105,1,158,청량리(서울시립대입구),승차,2022-03,29104
1106,1,158,청량리(서울시립대입구),하차,2022-03,28187
1107,1,159,동묘앞,승차,2022-03,19936
1108,1,159,동묘앞,하차,2022-03,20076
1109,2,201,시청,승차,2022-03,7741
1110,2,201,시청,하차,2022-03,7127
1111,2,202,을지로입구,승차,2022-03,13735
1112,2,202,을지로입구,하차,2022-03,13438
1113,2,203,을지로3가,승차,2022-03,9274
1114,2,203,을지로3가,하차,2022-03,9116
1115,2,204,을지로4가,승차,2022-03,8625
1116,2,204,을지로4가,하차,2022-03,8233
1117,2,205,동대문역사문화공원(DDP),승차,2022-03,7452
1118,2,205,동대문역사문화공원(DDP),하차,2022-03,7520
1119,2,206,신당,승차,2022-03,11486
1120,2,206,신당,하차,2022-03,11658
1121,2,207,상왕십리,승차,2022-03,9266
1122,2,207,상왕십리,하차,2022-03,9075
1123,2,208,왕십리(성동구청),승차,2022-03,8483
1124,2,208,왕십리(성동구청),하차,2022-03,7015
1125,2,209,한양대,승차,2022-03,2574
1126,2,209,한양대,하차,2022-03,2710
1127,2,210,뚝섬,승차,2022-03,8978
1128,2,210,뚝섬,하차,2022-03,9025
1129,2,211,성수,승차,2022-03,22377
1130,2,211,성수,하차,2022-03,22778
1131,2,212,건대입구,승차,2022-03,13884
1132,2,212,건대입구,하차,2022-03,14676
1133,2,213,구의(광진구청),승차,2022-03,14282
1134,2,213,구의(광진구청),하차,2022-03,14070
1135,2,214,강변(동서울터미널),승차,2022-03,12640
1136,2,214,강변(동서울터미널),하차,2022-03,11854
1137,2,215,잠실나루,승차,2022-03,8073
1138,2,215,잠실나루,하차,2022-03,7970
1139,2,216,잠실(송파구청),승차,2022-03,24117
1140,2,216,잠실(송파구청),하차,2022-03,22592
1141,2,217,잠실새내,승차,2022-03,8894
1142,2,217,잠실새내,하차,2022-03,8870
1143,2,218,종합운동장,승차,2022-03,4375
1144,2,218,종합운동장,하차,2022-03,4297
1145,2,219,삼성(무역센터),승차,2022-03,14860
1146,2,219,삼성(무역센터),하차,2022-03,14213
1147,2,220,선릉,승차,2022-03,24234
1148,2,220,선릉,하차,2022-03,21476
1149,2,221,역삼,승차,2022-03,19750
1150,2,221,역삼,하차,2022-03,20499
1151,2,222,강남,승차,2022-03,23783
1152,2,222,강남,하차,2022-03,21891
1153,2,223,교대(법원.검찰청),승차,2022-03,12806
1154,2,223,교대(법원.검찰청),하차,2022-03,14055
1155,2,224,서초,승차,2022-03,7671
1156,2,224,서초,하차,2022-03,7274
1157,2,225,방배,승차,2022-03,7146
1158,2,225,방배,하차,2022-03,7005
1159,2,226,사당,승차,2022-03,19009
1160,2,226,사당,하차,2022-03,17770
1161,2,227,낙성대(강감찬),승차,2022-03,12912
1162,2,227,낙성대(강감찬),하차,2022-03,12607
1163,2,228,서울대입구(관악구청),승차,2022-03,23141
1164,2,228,서울대입구(관악구청),하차,2022-03,21772
1165,2,229,봉천,승차,2022-03,20132
1166,2,229,봉천,하차,2022-03,19347
1167,2,230,신림,승차,2022-03,32938
1168,2,230,신림,하차,2022-03,32832
1169,2,231,신대방,승차,2022-03,17599
1170,2,231,신대방,하차,2022-03,17406
1171,2,232,구로디지털단지,승차,2022-03,24770
1172,2,232,구로디지털단지,하차,2022-03,25087
1173,2,233,대림(구로구청),승차,2022-03,15529
1174,2,233,대림(구로구청),하차,2022-03,16290
1175,2,234,신도림,승차,2022-03,27160
1176,2,234,신도림,하차,2022-03,25764
1177,2,235,문래,승차,2022-03,10295
1178,2,235,문래,하차,2022-03,10026
1179,2,236,영등포구청,승차,2022-03,15838
1180,2,236,영등포구청,하차,2022-03,15603
1181,2,237,당산,승차,2022-03,8396
1182,2,237,당산,하차,2022-03,8907
1183,2,238,합정,승차,2022-03,10237
1184,2,238,합정,하차,2022-03,10091
1185,2,239,홍대입구,승차,2022-03,15954
1186,2,239,홍대입구,하차,2022-03,15462
1187,2,240,신촌,승차,2022-03,16999
1188,2,240,신촌,하차,2022-03,15649
1189,2,241,이대,승차,2022-03,6207
1190,2,241,이대,하차,2022-03,6710
1191,2,242,아현,승차,2022-03,8392
1192,2,242,아현,하차,2022-03,7812
1193,2,243,충정로(경기대입구),승차,2022-03,7346
1194,2,243,충정로(경기대입구),하차,2022-03,7330
1195,2,244,용답,승차,2022-03,2234
1196,2,244,용답,하차,2022-03,2310
1197,2,245,신답,승차,2022-03,1220
1198,2,245,신답,하차,2022-03,1261
1199,2,246,신설동,승차,2022-03,4145
1200,2,246,신설동,하차,2022-03,4340
1201,2,247,도림천,승차,2022-03,880
1202,2,247,도림천,하차,2022-03,1021
1203,2,248,양천구청,승차,2022-03,5437
1204,2,248,양천구청,하차,2022-03,5204
1205,2,249,신정네거리,승차,2022-03,8695
1206,2,249,신정네거리,하차,2022-03,8765
1207,2,250,용두(동대문구청),승차,2022-03,2826
1208,2,250,용두(동대문구청),하차,2022-03,2757
1209,3,309,지축,승차,2022-03,3898
1210,3,309,지축,하차,2022-03,3574
1211,3,310,구파발,승차,2022-03,13992
1212,3,310,구파발,하차,2022-03,13307
1213,3,311,연신내,승차,2022-03,30468
1214,3,311,연신내,하차,2022-03,28883
1215,3,312,불광,승차,2022-03,14938
1216,3,312,불광,하차,2022-03,15976
1217,3,313,녹번,승차,2022-03,9179
1218,3,313,녹번,하차,2022-03,8930
1219,3,314,홍제,승차,2022-03,14855
1220,3,314,홍제,하차,2022-03,14354
1221,3,315,무악재,승차,2022-03,2724
1222,3,315,무악재,하차,2022-03,2862
1223,3,316,독립문,승차,2022-03,7389
1224,3,316,독립문,하차,2022-03,7106
1225,3,317,경복궁(정부서울청사),승차,2022-03,9155
1226,3,317,경복궁(정부서울청사),하차,2022-03,8339
1227,3,318,안국,승차,2022-03,8001
1228,3,318,안국,하차,2022-03,8498
1229,3,319,종로3가,승차,2022-03,8307
1230,3,319,종로3가,하차,2022-03,9347
1231,3,320,을지로3가,승차,2022-03,5300
1232,3,320,을지로3가,하차,2022-03,5277
1233,3,322,동대입구,승차,2022-03,3619
1234,3,322,동대입구,하차,2022-03,3757
1235,3,323,약수,승차,2022-03,9505
1236,3,323,약수,하차,2022-03,9047
1237,3,324,금호,승차,2022-03,4910
1238,3,324,금호,하차,2022-03,4502
1239,3,325,옥수,승차,2022-03,4581
1240,3,325,옥수,하차,2022-03,4610
1241,3,326,압구정,승차,2022-03,10526
1242,3,326,압구정,하차,2022-03,10585
1243,3,327,신사,승차,2022-03,8822
1244,3,327,신사,하차,2022-03,8522
1245,3,328,잠원,승차,2022-03,2305
1246,3,328,잠원,하차,2022-03,2218
1247,3,329,고속터미널,승차,2022-03,17602
1248,3,329,고속터미널,하차,2022-03,16730
1249,3,330,교대(법원.검찰청),승차,2022-03,5771
1250,3,330,교대(법원.검찰청),하차,2022-03,3865
1251,3,331,남부터미널(예술의전당),승차,2022-03,12359
1252,3,331,남부터미널(예술의전당),하차,2022-03,12338
1253,3,332,양재(서초구청),승차,2022-03,15577
1254,3,332,양재(서초구청),하차,2022-03,15997
1255,3,333,매봉,승차,2022-03,5318
1256,3,333,매봉,하차,2022-03,4723
1257,3,334,도곡,승차,2022-03,2098
1258,3,334,도곡,하차,2022-03,1716
1259,3,335,대치,승차,2022-03,4248
1260,3,335,대치,하차,2022-03,3888
1261,3,336,학여울,승차,2022-03,1587
1262,3,336,학여울,하차,2022-03,1488
1263,3,337,대청,승차,2022-03,7754
1264,3,337,대청,하차,2022-03,7349
1265,3,338,일원,승차,2022-03,7099
1266,3,338,일원,하차,2022-03,6696
1267,3,339,수서,승차,2022-03,16997
1268,3,339,수서,하차,2022-03,16597
1269,3,340,가락시장,승차,2022-03,6715
1270,3,340,가락시장,하차,2022-03,6450
1271,3,341,경찰병원,승차,2022-03,4395
1272,3,341,경찰병원,하차,2022-03,4413
1273,3,342,오금,승차,2022-03,3474
1274,3,342,오금,하차,2022-03,3040
1275,4,409,당고개,승차,2022-03,11867
1276,4,409,당고개,하차,2022-03,11454
1277,4,410,상계,승차,2022-03,17894
1278,4,410,상계,하차,2022-03,17023
1279,4,411,노원,승차,2022-03,14031
1280,4,411,노원,하차,2022-03,14074
1281,4,412,창동,승차,2022-03,23422
1282,4,412,창동,하차,2022-03,23586
1283,4,413,쌍문,승차,2022-03,19964
1284,4,413,쌍문,하차,2022-03,18912
1285,4,414,수유(강북구청),승차,2022-03,27346
1286,4,414,수유(강북구청),하차,2022-03,27555
1287,4,415,미아(서울사이버대학),승차,2022-03,15115
1288,4,415,미아(서울사이버대학),하차,2022-03,15197
1289,4,416,미아사거리,승차,2022-03,24145
1290,4,416,미아사거리,하차,2022-03,23054
1291,4,417,길음,승차,2022-03,12626
1292,4,417,길음,하차,2022-03,12403
1293,4,418,성신여대입구(돈암),승차,2022-03,10403
1294,4,418,성신여대입구(돈암),하차,2022-03,10215
1295,4,419,한성대입구(삼선교),승차,2022-03,7614
1296,4,419,한성대입구(삼선교),하차,2022-03,7239
1297,4,420,혜화,승차,2022-03,20565
1298,4,420,혜화,하차,2022-03,19378
1299,4,421,동대문,승차,2022-03,18012
1300,4,421,동대문,하차,2022-03,18071
1301,4,422,동대문역사문화공원(DDP),승차,2022-03,8143
1302,4,422,동대문역사문화공원(DDP),하차,2022-03,7326
1303,4,423,충무로,승차,2022-03,15153
1304,4,423,충무로,하차,2022-03,15249
1305,4,424,명동,승차,2022-03,8549
1306,4,424,명동,하차,2022-03,8479
1307,4,425,회현(남대문시장),승차,2022-03,15531
1308,4,425,회현(남대문시장),하차,2022-03,15849
1309,4,426,서울역,승차,2022-03,6277
1310,4,426,서울역,하차,2022-03,7253
1311,4,427,숙대입구(갈월),승차,2022-03,8018
1312,4,427,숙대입구(갈월),하차,2022-03,7618
1313,4,428,삼각지,승차,2022-03,3563
1314,4,428,삼각지,하차,2022-03,3517
1315,4,429,신용산,승차,2022-03,7674
1316,4,429,신용산,하차,2022-03,7999
1317,4,430,이촌(국립중앙박물관),승차,2022-03,3489
1318,4,430,이촌(국립중앙박물관),하차,2022-03,3372
1319,4,431,동작(현충원),승차,2022-03,1463
1320,4,431,동작(현충원),하차,2022-03,1448
1321,4,432,총신대입구(이수),승차,2022-03,12513
1322,4,432,총신대입구(이수),하차,2022-03,12854
1323,4,433,사당,승차,2022-03,8467
1324,4,433,사당,하차,2022-03,8999
1325,4,434,남태령,승차,2022-03,804
1326,4,434,남태령,하차,2022-03,645
1327,5,2511,방화,승차,2022-03,7595
1328,5,2511,방화,하차,2022-03,7036
1329,5,2512,개화산,승차,2022-03,6456
1330,5,2512,개화산,하차,2022-03,5978
1331,5,2513,김포공항,승차,2022-03,5592
1332,5,2513,김포공항,하차,2022-03,5399
1333,5,2514,송정,승차,2022-03,6143
1334,5,2514,송정,하차,2022-03,5667
1335,5,2515,마곡,승차,2022-03,6331
1336,5,2515,마곡,하차,2022-03,6068
1337,5,2516,발산,승차,2022-03,15152
1338,5,2516,발산,하차,2022-03,14366
1339,5,2517,우장산,승차,2022-03,9103
1340,5,2517,우장산,하차,2022-03,9272
1341,5,2518,화곡,승차,2022-03,19622
1342,5,2518,화곡,하차,2022-03,18628
1343,5,2519,까치산,승차,2022-03,20366
1344,5,2519,까치산,하차,2022-03,20434
1345,5,2520,신정(은행정),승차,2022-03,9490
1346,5,2520,신정(은행정),하차,2022-03,8544
1347,5,2521,목동,승차,2022-03,9997
1348,5,2521,목동,하차,2022-03,10117
1349,5,2522,오목교(목동운동장앞),승차,2022-03,10687
1350,5,2522,오목교(목동운동장앞),하차,2022-03,10376
1351,5,2523,양평,승차,2022-03,4105
1352,5,2523,양평,하차,2022-03,4159
1353,5,2524,영등포구청,승차,2022-03,3015
1354,5,2524,영등포구청,하차,2022-03,2943
1355,5,2525,영등포시장,승차,2022-03,8296
1356,5,2525,영등포시장,하차,2022-03,8242
1357,5,2526,신길,승차,2022-03,1853
1358,5,2526,신길,하차,2022-03,1809
1359,5,2527,여의도,승차,2022-03,8631
1360,5,2527,여의도,하차,2022-03,8196
1361,5,2528,여의나루,승차,2022-03,3945
1362,5,2528,여의나루,하차,2022-03,4041
1363,5,2529,마포,승차,2022-03,6610
1364,5,2529,마포,하차,2022-03,6743
1365,5,2530,공덕,승차,2022-03,5811
1366,5,2530,공덕,하차,2022-03,5432
1367,5,2531,애오개,승차,2022-03,4695
1368,5,2531,애오개,하차,2022-03,4512
1369,5,2532,충정로(경기대입구),승차,2022-03,1965
1370,5,2532,충정로(경기대입구),하차,2022-03,1740
1371,5,2533,서대문,승차,2022-03,8749
1372,5,2533,서대문,하차,2022-03,8393
1373,5,2534,광화문(세종문화회관),승차,2022-03,11636
1374,5,2534,광화문(세종문화회관),하차,2022-03,11646
1375,5,2535,종로3가,승차,2022-03,9294
1376,5,2535,종로3가,하차,2022-03,9394
1377,5,2536,을지로4가,승차,2022-03,4273
1378,5,2536,을지로4가,하차,2022-03,4419
1379,5,2537,동대문역사문화공원(DDP),승차,2022-03,1118
1380,5,2537,동대문역사문화공원(DDP),하차,2022-03,1235
1381,5,2538,청구,승차,2022-03,3258
1382,5,2538,청구,하차,2022-03,2368
1383,5,2539,신금호,승차,2022-03,4928
1384,5,2539,신금호,하차,2022-03,5219
1385,5,2540,행당,승차,2022-03,5769
1386,5,2540,행당,하차,2022-03,5011
1387,5,2541,왕십리(성동구청),승차,2022-03,4035
1388,5,2541,왕십리(성동구청),하차,2022-03,3676
1389,5,2542,마장,승차,2022-03,4759
1390,5,2542,마장,하차,2022-03,4669
1391,5,2543,답십리,승차,2022-03,10392
1392,5,2543,답십리,하차,2022-03,10208
1393,5,2544,장한평,승차,2022-03,12872
1394,5,2544,장한평,하차,2022-03,12481
1395,5,2545,군자(능동),승차,2022-03,6687
1396,5,2545,군자(능동),하차,2022-03,7085
1397,5,2546,아차산(어린이대공원후문),승차,2022-03,12020
1398,5,2546,아차산(어린이대공원후문),하차,2022-03,11571
1399,5,2547,광나루(장신대),승차,2022-03,6604
1400,5,2547,광나루(장신대),하차,2022-03,6227
1401,5,2548,천호(풍납토성),승차,2022-03,14675
1402,5,2548,천호(풍납토성),하차,2022-03,13856
1403,5,2549,강동,승차,2022-03,13147
1404,5,2549,강동,하차,2022-03,12415
1405,5,2550,길동,승차,2022-03,7980
1406,5,2550,길동,하차,2022-03,8141
1407,5,2551,굽은다리(강동구민회관앞),승차,2022-03,8353
1408,5,2551,굽은다리(강동구민회관앞),하차,2022-03,7681
1409,5,2552,명일,승차,2022-03,7088
1410,5,2552,명일,하차,2022-03,6906
1411,5,2553,고덕,승차,2022-03,7026
1412,5,2553,고덕,하차,2022-03,6908
1413,5,2554,상일동,승차,2022-03,9243
1414,5,2554,상일동,하차,2022-03,8743
1415,5,2555,둔촌동,승차,2022-03,6694
1416,5,2555,둔촌동,하차,2022-03,6423
1417,5,2556,올림픽공원(한국체대),승차,2022-03,2852
1418,5,2556,올림픽공원(한국체대),하차,2022-03,2611
1419,5,2557,방이,승차,2022-03,3908
1420,5,2557,방이,하차,2022-03,3771
1421,5,2558,오금,승차,2022-03,2371
1422,5,2558,오금,하차,2022-03,2343
1423,5,2559,개롱,승차,2022-03,5833
1424,5,2559,개롱,하차,2022-03,5737
1425,5,2560,거여,승차,2022-03,7907
1426,5,2560,거여,하차,2022-03,7766
1427,5,2561,마천,승차,2022-03,7678
1428,5,2561,마천,하차,2022-03,7370
1429,5,2562,강일,승차,2022-03,4071
1430,5,2562,강일,하차,2022-03,3870
1431,5,2563,미사,승차,2022-03,8705
1432,5,2563,미사,하차,2022-03,8598
1433,5,2564,하남풍산,승차,2022-03,3077
1434,5,2564,하남풍산,하차,2022-03,3039
1435,5,2565,하남시청(덕풍·신장),승차,2022-03,6086
1436,5,2565,하남시청(덕풍·신장),하차,2022-03,6066
1437,5,2566,하남검단산,승차,2022-03,4072
1438,5,2566,하남검단산,하차,2022-03,4115
1439,6,2611,응암,승차,2022-03,14972
1440,6,2611,응암,하차,2022-03,14755
1441,6,2612,역촌,승차,2022-03,4170
1442,6,2612,역촌,하차,2022-03,4080
1443,6,2613,불광,승차,2022-03,4748
1444,6,2613,불광,하차,2022-03,3945
1445,6,2614,독바위,승차,2022-03,2356
1446,6,2614,독바위,하차,2022-03,2610
1447,6,2616,구산,승차,2022-03,6334
1448,6,2616,구산,하차,2022-03,5851
1449,6,2617,새절(신사),승차,2022-03,10499
1450,6,2617,새절(신사),하차,2022-03,10119
1451,6,2618,증산(명지대앞),승차,2022-03,9494
1452,6,2618,증산(명지대앞),하차,2022-03,9117
1453,6,2619,디지털미디어시티,승차,2022-03,7322
1454,6,2619,디지털미디어시티,하차,2022-03,7628
1455,6,2620,월드컵경기장(성산),승차,2022-03,5804
1456,6,2620,월드컵경기장(성산),하차,2022-03,5438
1457,6,2621,마포구청,승차,2022-03,13225
1458,6,2621,마포구청,하차,2022-03,11933
1459,6,2622,망원,승차,2022-03,9661
1460,6,2622,망원,하차,2022-03,9934
1461,6,2623,합정,승차,2022-03,5292
1462,6,2623,합정,하차,2022-03,5135
1463,6,2624,상수,승차,2022-03,2394
1464,6,2624,상수,하차,2022-03,2423
1465,6,2625,광흥창(서강),승차,2022-03,4717
1466,6,2625,광흥창(서강),하차,2022-03,4489
1467,6,2626,대흥(서강대앞),승차,2022-03,4970
1468,6,2626,대흥(서강대앞),하차,2022-03,4927
1469,6,2627,공덕,승차,2022-03,8586
1470,6,2627,공덕,하차,2022-03,7796
1471,6,2628,효창공원앞,승차,2022-03,4661
1472,6,2628,효창공원앞,하차,2022-03,4364
1473,6,2629,삼각지,승차,2022-03,2264
1474,6,2629,삼각지,하차,2022-03,2018
1475,6,2630,녹사평(용산구청),승차,2022-03,2198
1476,6,2630,녹사평(용산구청),하차,2022-03,1988
1477,6,2631,이태원,승차,2022-03,3857
1478,6,2631,이태원,하차,2022-03,3872
1479,6,2632,한강진,승차,2022-03,2499
1480,6,2632,한강진,하차,2022-03,2532
1481,6,2633,버티고개,승차,2022-03,918
1482,6,2633,버티고개,하차,2022-03,1008
1483,6,2634,약수,승차,2022-03,2264
1484,6,2634,약수,하차,2022-03,2098
1485,6,2635,청구,승차,2022-03,2645
1486,6,2635,청구,하차,2022-03,3308
1487,6,2636,신당,승차,2022-03,4992
1488,6,2636,신당,하차,2022-03,4666
1489,6,2637,동묘앞,승차,2022-03,9081
1490,6,2637,동묘앞,하차,2022-03,8213
1491,6,2638,창신,승차,2022-03,2288
1492,6,2638,창신,하차,2022-03,2144
1493,6,2639,보문,승차,2022-03,3782
1494,6,2639,보문,하차,2022-03,3371
1495,6,2640,안암(고대병원앞),승차,2022-03,5467
1496,6,2640,안암(고대병원앞),하차,2022-03,5150
1497,6,2641,고려대(종암),승차,2022-03,5007
1498,6,2641,고려대(종암),하차,2022-03,4821
1499,6,2642,월곡(동덕여대),승차,2022-03,8998
1500,6,2642,월곡(동덕여대),하차,2022-03,8625
1501,6,2643,상월곡(한국과학기술연구원),승차,2022-03,5280
1502,6,2643,상월곡(한국과학기술연구원),하차,2022-03,4971
1503,6,2644,돌곶이,승차,2022-03,7287
1504,6,2644,돌곶이,하차,2022-03,7039
1505,6,2645,석계,승차,2022-03,9718
1506,6,2645,석계,하차,2022-03,9209
1507,6,2646,태릉입구,승차,2022-03,3843
1508,6,2646,태릉입구,하차,2022-03,4014
1509,6,2647,화랑대(서울여대입구),승차,2022-03,6456
1510,6,2647,화랑대(서울여대입구),하차,2022-03,5698
1511,6,2648,봉화산(서울의료원),승차,2022-03,6057
1512,6,2648,봉화산(서울의료원),하차,2022-03,5851
1513,7,2711,장암,승차,2022-03,1268
1514,7,2711,장암,하차,2022-03,871
1515,7,2712,도봉산,승차,2022-03,6154
1516,7,2712,도봉산,하차,2022-03,8164
1517,7,2713,수락산,승차,2022-03,10980
1518,7,2713,수락산,하차,2022-03,10744
1519,7,2714,마들,승차,2022-03,9939
1520,7,2714,마들,하차,2022-03,9593
1521,7,2715,노원,승차,2022-03,17081
1522,7,2715,노원,하차,2022-03,17019
1523,7,2716,중계,승차,2022-03,16198
1524,7,2716,중계,하차,2022-03,14946
1525,7,2717,하계,승차,2022-03,15748
1526,7,2717,하계,하차,2022-03,14309
1527,7,2718,공릉(서울과학기술대),승차,2022-03,9845
1528,7,2718,공릉(서울과학기술대),하차,2022-03,9612
1529,7,2719,태릉입구,승차,2022-03,6064
1530,7,2719,태릉입구,하차,2022-03,5451
1531,7,2720,먹골,승차,2022-03,8986
1532,7,2720,먹골,하차,2022-03,9001
1533,7,2721,중화,승차,2022-03,9821
1534,7,2721,중화,하차,2022-03,9546
1535,7,2722,상봉(시외버스터미널),승차,2022-03,10322
1536,7,2722,상봉(시외버스터미널),하차,2022-03,9901
1537,7,2723,면목,승차,2022-03,13573
1538,7,2723,면목,하차,2022-03,13507
1539,7,2724,사가정,승차,2022-03,12697
1540,7,2724,사가정,하차,2022-03,12668
1541,7,2725,용마산(용마폭포공원),승차,2022-03,5671
1542,7,2725,용마산(용마폭포공원),하차,2022-03,6129
1543,7,2726,중곡,승차,2022-03,10822
1544,7,2726,중곡,하차,2022-03,10628
1545,7,2727,군자(능동),승차,2022-03,10472
1546,7,2727,군자(능동),하차,2022-03,8881
1547,7,2728,어린이대공원(세종대),승차,2022-03,6690
1548,7,2728,어린이대공원(세종대),하차,2022-03,6287
1549,7,2729,건대입구,승차,2022-03,7735
1550,7,2729,건대입구,하차,2022-03,7029
1551,7,2730,뚝섬유원지,승차,2022-03,4788
1552,7,2730,뚝섬유원지,하차,2022-03,4617
1553,7,2731,청담,승차,2022-03,6888
1554,7,2731,청담,하차,2022-03,6630
1555,7,2732,강남구청,승차,2022-03,5279
1556,7,2732,강남구청,하차,2022-03,5441
1557,7,2733,학동,승차,2022-03,6925
1558,7,2733,학동,하차,2022-03,6617
1559,7,2734,논현,승차,2022-03,6031
1560,7,2734,논현,하차,2022-03,6226
1561,7,2735,반포,승차,2022-03,2642
1562,7,2735,반포,하차,2022-03,2383
1563,7,2736,고속터미널,승차,2022-03,7502
1564,7,2736,고속터미널,하차,2022-03,6603
1565,7,2737,내방,승차,2022-03,5925
1566,7,2737,내방,하차,2022-03,5964
1567,7,2738,이수,승차,2022-03,8167
1568,7,2738,이수,하차,2022-03,7526
1569,7,2739,남성,승차,2022-03,7330
1570,7,2739,남성,하차,2022-03,7199
1571,7,2740,숭실대입구(살피재),승차,2022-03,6152
1572,7,2740,숭실대입구(살피재),하차,2022-03,6547
1573,7,2741,상도,승차,2022-03,6588
1574,7,2741,상도,하차,2022-03,6251
1575,7,2742,장승배기,승차,2022-03,7184
1576,7,2742,장승배기,하차,2022-03,7014
1577,7,2743,신대방삼거리,승차,2022-03,11132
1578,7,2743,신대방삼거리,하차,2022-03,10907
1579,7,2744,보라매,승차,2022-03,5843
1580,7,2744,보라매,하차,2022-03,5648
1581,7,2745,신풍,승차,2022-03,8380
1582,7,2745,신풍,하차,2022-03,8208
1583,7,2746,대림(구로구청),승차,2022-03,4968
1584,7,2746,대림(구로구청),하차,2022-03,4579
1585,7,2747,남구로,승차,2022-03,9675
1586,7,2747,남구로,하차,2022-03,9363
1587,7,2748,가산디지털단지,승차,2022-03,18183
1588,7,2748,가산디지털단지,하차,2022-03,17399
1589,7,2749,철산,승차,2022-03,12321
1590,7,2749,철산,하차,2022-03,12027
1591,7,2750,광명사거리,승차,2022-03,18544
1592,7,2750,광명사거리,하차,2022-03,18722
1593,7,2751,천왕,승차,2022-03,7695
1594,7,2751,천왕,하차,2022-03,7670
1595,7,2752,온수(성공회대입구),승차,2022-03,6439
1596,7,2752,온수(성공회대입구),하차,2022-03,6025
1597,8,2811,암사,승차,2022-03,13125
1598,8,2811,암사,하차,2022-03,12298
1599,8,2812,천호(풍납토성),승차,2022-03,9698
1600,8,2812,천호(풍납토성),하차,2022-03,10229
1601,8,2813,강동구청,승차,2022-03,7146
1602,8,2813,강동구청,하차,2022-03,7103
1603,8,2814,몽촌토성(평화의문),승차,2022-03,3344
1604,8,2814,몽촌토성(평화의문),하차,2022-03,3386
1605,8,2815,잠실(송파구청),승차,2022-03,8740
1606,8,2815,잠실(송파구청),하차,2022-03,8360
1607,8,2816,석촌,승차,2022-03,5541
1608,8,2816,석촌,하차,2022-03,5528
1609,8,2817,송파,승차,2022-03,4897
1610,8,2817,송파,하차,2022-03,4721
1611,8,2818,가락시장,승차,2022-03,5815
1612,8,2818,가락시장,하차,2022-03,5756
1613,8,2819,문정,승차,2022-03,7961
1614,8,2819,문정,하차,2022-03,7881
1615,8,2820,장지,승차,2022-03,11021
1616,8,2820,장지,하차,2022-03,10489
1617,8,2821,복정,승차,2022-03,5652
1618,8,2821,복정,하차,2022-03,5400
1619,8,2822,산성,승차,2022-03,3132
1620,8,2822,산성,하차,2022-03,3539
1621,8,2823,남한산성입구(성남법원.검찰청),승차,2022-03,11523
1622,8,2823,남한산성입구(성남법원.검찰청),하차,2022-03,10964
1623,8,2824,단대오거리,승차,2022-03,11342
1624,8,2824,단대오거리,하차,2022-03,10615
1625,8,2825,신흥,승차,2022-03,5206
1626,8,2825,신흥,하차,2022-03,5662
1627,8,2826,수진,승차,2022-03,6737
1628,8,2826,수진,하차,2022-03,6091
1629,8,2827,모란,승차,2022-03,7053
1630,8,2827,모란,하차,2022-03,5208
1631,8,2828,남위례,승차,2022-03,2403
1632,8,2828,남위례,하차,2022-03,2497
1633,1,150,서울역,승차,2022-04,33234
1634,1,150,서울역,하차,2022-04,31346
1635,1,151,시청,승차,2022-04,12839
1636,1,151,시청,하차,2022-04,12367
1637,1,152,종각,승차,2022-04,19564
1638,1,152,종각,하차,2022-04,17947
1639,1,153,종로3가,승차,2022-04,35628
1640,1,153,종로3가,하차,2022-04,32987
1641,1,154,종로5가,승차,2022-04,28176
1642,1,154,종로5가,하차,2022-04,27461
1643,1,155,동대문,승차,2022-04,16647
1644,1,155,동대문,하차,2022-04,16097
1645,1,156,신설동,승차,2022-04,16242
1646,1,156,신설동,하차,2022-04,15610
1647,1,157,제기동,승차,2022-04,27188
1648,1,157,제기동,하차,2022-04,28068
1649,1,158,청량리(서울시립대입구),승차,2022-04,31200
1650,1,158,청량리(서울시립대입구),하차,2022-04,30312
1651,1,159,동묘앞,승차,2022-04,23280
1652,1,159,동묘앞,하차,2022-04,22972
1653,2,201,시청,승차,2022-04,8258
1654,2,201,시청,하차,2022-04,7703
1655,2,202,을지로입구,승차,2022-04,15772
1656,2,202,을지로입구,하차,2022-04,15077
1657,2,203,을지로3가,승차,2022-04,10315
1658,2,203,을지로3가,하차,2022-04,10291
1659,2,204,을지로4가,승차,2022-04,9020
1660,2,204,을지로4가,하차,2022-04,8643
